rel_time,cell1,cell2,rpm
0.0,1497,-163481,0
0.20137906074523926,1555,-163481,0
0.40102696418762207,1522,-163482,0
0.6024649143218994,1602,-163550,0
0.8016929626464844,1559,-163515,0
1.0012669563293457,1578,-163526,0
1.2019460201263428,1541,-163480,0
1.4147310256958008,1566,-163564,0
1.6091771125793457,1544,-163578,0
1.8079450130462646,1548,-163570,0
2.0138840675354004,1540,-163553,0
2.22733211517334,1428,-163512,0
2.4130020141601562,1442,-163517,0
2.6152329444885254,1463,-163556,0
2.8224260807037354,1405,-163562,0
3.0234029293060303,1436,-163501,0
3.224663019180298,1462,-163520,0
3.421823024749756,1492,-163530,0
3.6222341060638428,1491,-163441,0
3.825086832046509,1422,-163477,0
4.02216100692749,1453,-163558,0
4.232568979263306,1390,-163573,0
4.423553943634033,1449,-163537,0
4.623584032058716,1459,-163532,0
4.825053930282593,1494,-163533,0
5.027453184127808,1520,-163552,0
5.227135896682739,1480,-163490,0
5.43095588684082,1480,-163482,0
5.630975961685181,1448,-163459,0
5.831203937530518,1492,-163519,0
6.03560996055603,1484,-163560,0
6.232522964477539,1517,-163598,0
6.435111045837402,1473,-163527,0
6.63598108291626,1523,-163513,0
6.837004899978638,1490,-163545,0
7.043298006057739,1509,-163511,0
7.247485160827637,1532,-163508,0
7.441401958465576,1513,-163500,0
7.641509056091309,1521,-163478,0
7.845155954360962,1467,-163526,0
8.044252872467041,1481,-163459,0
8.248444080352783,1484,-163462,0
8.44631290435791,1489,-163556,0
8.647192001342773,1499,-163460,0
8.848008871078491,1448,-163471,0
9.049973011016846,1453,-163513,0
9.253032922744751,1474,-163416,0
9.45185399055481,1503,-163432,0
9.652806043624878,1486,-163546,0
9.85486102104187,1524,-163565,0
10.074268817901611,1494,-163539,0
10.256441116333008,1509,-163512,0
10.45845913887024,1464,-163500,0
10.659433841705322,1483,-163549,0
10.860183000564575,1500,-163477,0
11.074219942092896,1524,-163461,0
11.264573097229004,1531,-163434,0
11.463817834854126,1497,-163502,0
11.665864944458008,1508,-163507,0
11.866631984710693,1532,-163562,0
12.073779821395874,1478,-163546,0
12.26983118057251,1531,-163587,0
12.470510005950928,1517,-163586,0
12.671490907669067,1414,-163544,0
12.872330904006958,1510,-163497,0
13.076199769973755,1468,-163459,0
13.275073051452637,1499,-163452,0
13.491791009902954,1529,-163508,0
13.69246506690979,1480,-163506,0
13.892398118972778,1482,-163494,0
14.080467939376831,1476,-163506,0
14.298384189605713,1476,-163508,0
14.49277400970459,1509,-163504,0
14.692466020584106,1501,-163588,0
14.891735076904297,1513,-163551,0
15.086535930633545,1520,-163527,0
15.298204183578491,1530,-163573,0
15.499062061309814,1498,-163551,0
15.700038194656372,1529,-163588,0
15.899096965789795,1515,-163577,0
16.094754934310913,1569,-163486,0
16.302552938461304,1508,-163547,0
16.50099205970764,1557,-163567,0
16.700441122055054,1555,-163539,0
16.902806997299194,1595,-163500,0
17.103805780410767,1587,-163502,0
17.29946494102478,1540,-163504,0
17.502347946166992,1568,-163572,0
17.7031409740448,1586,-163499,0
17.90322184562683,1545,-163507,0
18.109819173812866,1573,-163466,0
18.306133031845093,1557,-163461,0
18.50653314590454,1575,-163504,0
18.71318006515503,1580,-163518,0
18.922502994537354,1586,-163487,0
19.11417317390442,1564,-163552,0
19.311080932617188,1600,-163544,0
19.513264179229736,1567,-163518,0
19.71380090713501,1581,-163517,0
19.921838998794556,1564,-163527,0
20.117523908615112,1596,-163566,0
20.321491956710815,1610,-163593,0
20.522868871688843,1572,-163579,0
20.722020149230957,1597,-163540,0
20.92185378074646,1572,-163550,0
21.122082948684692,1595,-163528,0
21.32987403869629,1602,-163498,0
21.52688503265381,1573,-163493,0
21.72757911682129,1571,-163535,0
21.929556846618652,1549,-163560,0
22.147340059280396,1523,-163595,0
22.33193278312683,1529,-163491,0
22.531919956207275,1522,-163558,0
22.738429069519043,1544,-163557,0
22.93306803703308,1557,-163569,0
23.141287803649902,1559,-163606,0
23.34032392501831,1555,-163631,0
23.540735006332397,1586,-163534,0
23.738399982452393,1571,-163582,0
23.945268869400024,1541,-163558,0
24.147260189056396,1539,-163519,0
24.34188199043274,1537,-163573,0
24.544945001602173,1493,-163598,0
24.745136976242065,1563,-163607,0
24.945433139801025,1525,-163566,0
25.150683164596558,1486,-163584,0
25.347856998443604,1549,-163610,0
25.548873901367188,1552,-163611,0
25.74981999397278,1529,-163642,0
25.951661109924316,1555,-163635,0
26.155274868011475,1524,-163620,0
26.353639841079712,1539,-163605,0
26.555431127548218,1544,-163596,0
26.75651502609253,1488,-163538,0
26.95731806755066,1536,-163566,0
27.15953803062439,1478,-163550,0
27.36022710800171,1493,-163547,0
27.56101393699646,1464,-163529,0
27.762891054153442,1532,-163580,0
27.96374011039734,1498,-163612,0
28.16845202445984,1520,-163574,0
28.36652898788452,1524,-163583,0
28.567389965057373,1535,-163583,0
28.768353939056396,1491,-163550,0
28.96941900253296,1540,-163521,0
29.172351837158203,1532,-163552,0
29.372239112854004,1522,-163556,0
29.57381796836853,1529,-163489,0
29.798080921173096,1551,-163534,0
29.98832607269287,1521,-163595,0
30.177220106124878,1534,-163499,0
30.39883804321289,1519,-163510,0
30.5979061126709,1516,-163456,0
30.791588068008423,1530,-163554,0
30.99764084815979,1544,-163555,0
31.18515396118164,1496,-163533,0
31.391223907470703,1608,-163554,0
31.590858936309814,1498,-163549,0
31.790613889694214,1567,-163544,0
31.989063024520874,1590,-163559,0
32.190842151641846,1601,-163515,0
32.39927005767822,1542,-163557,0
32.6012909412384,1588,-163517,0
32.79884314537048,1576,-163473,0
32.99879002571106,1578,-163467,0
33.19511389732361,1603,-163472,0
33.39958596229553,1572,-163491,0
33.60033392906189,1604,-163507,0
33.79961800575256,1599,-163517,0
34.00000619888306,1587,-163501,0
34.22036099433899,1611,-163540,0
34.40562200546265,1627,-163569,0
34.611902952194214,1612,-163566,0
34.80610799789429,1609,-163560,0
35.011866092681885,1642,-163478,0
35.22156000137329,1645,-163505,0
35.411911964416504,1609,-163554,0
35.611647844314575,1653,-163582,0
35.812946796417236,1661,-163529,0
36.019580125808716,1654,-163455,0
36.22209310531616,1642,-163549,0
36.42181181907654,1672,-163479,0
36.62101078033447,1664,-163447,0
36.8203809261322,1692,-163479,0
37.019449949264526,1713,-163490,0
37.224541902542114,1726,-163501,0
37.421478033065796,1745,-163474,0
37.622803926467896,1707,-163524,0
37.8231840133667,1677,-163517,0
38.02466821670532,1682,-163538,0
38.22636795043945,1660,-163502,0
38.42668581008911,1698,-163581,0
38.62944293022156,1700,-163566,0
38.829952001571655,1698,-163574,0
39.0323691368103,1692,-163588,0
39.23568797111511,1669,-163592,0
39.43392610549927,1668,-163607,0
39.6374728679657,1701,-163519,0
39.83558917045593,1674,-163525,0
40.0385799407959,1653,-163567,0
40.241182804107666,1647,-163565,0
40.438467025756836,1675,-163461,0
40.64309906959534,1669,-163473,0
40.84293293952942,1617,-163568,0
41.044147968292236,1629,-163579,0
41.2444269657135,1679,-163557,0
41.4455189704895,1663,-163490,0
41.64593720436096,1704,-163504,0
41.84690499305725,1628,-163555,0
42.04876685142517,1698,-163545,0
42.2499098777771,1653,-163529,0
42.45067310333252,1682,-163526,0
42.652621030807495,1632,-163569,0
42.85355496406555,1675,-163526,0
43.07142996788025,1661,-163534,0
43.25674390792847,1651,-163560,0
43.45709681510925,1614,-163537,0
43.658092975616455,1657,-163475,0
43.8600640296936,1650,-163605,0
44.064924001693726,1627,-163652,0
44.26427888870239,1623,-163676,0
44.46372604370117,1667,-163673,0
44.66458487510681,1631,-163629,0
44.865514039993286,1629,-163566,0
45.07242703437805,1698,-163557,0
45.268152952194214,1670,-163600,0
45.46924901008606,1685,-163522,0
45.67011499404907,1683,-163586,0
45.87217092514038,1696,-163606,0
46.07323408126831,1694,-163539,0
46.27373790740967,1662,-163564,0
46.489277839660645,1700,-163596,0
46.68761992454529,1695,-163559,0
46.89713001251221,1647,-163520,0
47.08447003364563,1582,-163510,0
47.30029296875,1653,-163624,0
47.4908230304718,1654,-163554,0
47.698407888412476,1599,-163543,0
47.88771200180054,1660,-163610,0
48.09332799911499,1668,-163553,0
48.29440188407898,1705,-163523,0
48.49825191497803,1693,-163561,0
48.69865298271179,1710,-163481,0
48.89901518821716,1680,-163520,0
49.09489607810974,1707,-163540,0
49.29555606842041,1657,-163502,0
49.49887800216675,1690,-163504,0
49.6989209651947,1669,-163595,0
49.898942947387695,1661,-163549,0
50.09936714172363,1660,-163538,0
50.31870198249817,1627,-163527,0
50.50022602081299,1637,-163529,0
50.7005250453949,1612,-163562,0
50.90556788444519,1592,-163555,0
51.10959601402283,1600,-163436,0
51.30905890464783,1663,-163433,0
51.50566101074219,1636,-163593,0
51.712979793548584,1651,-163564,0
51.91127800941467,1636,-163555,0
52.11150002479553,1650,-163508,0
52.316333055496216,1655,-163565,0
52.52155900001526,1582,-163577,0
52.720306158065796,1634,-163540,0
52.919575929641724,1642,-163585,0
53.11548590660095,1631,-163502,0
53.317676067352295,1624,-163506,0
53.52019810676575,1602,-163609,0
53.72217392921448,1597,-163652,0
53.92041993141174,1602,-163639,0
54.121862173080444,1578,-163569,0
54.326107025146484,1540,-163534,0
54.5250780582428,1581,-163553,0
54.725066900253296,1574,-163546,0
54.93369698524475,1616,-163516,0
55.146584033966064,1653,-163473,0
55.32816195487976,1631,-163517,0
55.53068804740906,1604,-163575,0
55.736754179000854,1623,-163547,0
55.93778991699219,1630,-163587,0
56.139281034469604,1592,-163519,0
56.33632516860962,1658,-163519,0
56.53698492050171,1570,-163571,0
56.73921298980713,1650,-163525,0
56.939069986343384,1611,-163514,0
57.158474922180176,1613,-163541,0
57.341607093811035,1569,-163480,0
57.54238986968994,1621,-163534,0
57.74312686920166,1550,-163493,0
57.943806886672974,1578,-163508,0
58.147379875183105,1586,-163604,0
58.346760988235474,1603,-163582,0
58.547560930252075,1628,-163588,0
58.74956011772156,1638,-163540,0
58.95054602622986,1638,-163509,0
59.15326499938965,1618,-163581,0
59.35330820083618,1640,-163572,0
59.55407500267029,1669,-163562,0
59.75510096549988,1644,-163480,0
59.95716905593872,1618,-163553,0
60.158058881759644,1643,-163567,0
60.35887598991394,1615,-163459,0
60.56064987182617,1606,-163514,0
60.76156783103943,1583,-163569,0
60.96241807937622,1625,-163541,0
61.16848397254944,1617,-163568,0
61.36539602279663,1606,-163571,0
61.566333055496216,1601,-163601,0
61.76719689369202,1636,-163541,0
61.96900510787964,1637,-163589,0
62.174659967422485,1635,-163531,0
62.37090611457825,1651,-163524,0
62.572896003723145,1595,-163513,0
62.78711295127869,1600,-163507,0
62.995771169662476,1572,-163558,0
63.17670297622681,1551,-163524,0
63.389654874801636,1589,-163605,0
63.58763003349304,1635,-163570,0
63.79659581184387,1608,-163622,0
63.995856046676636,1586,-163602,0
64.18185496330261,1607,-163608,0
64.3852698802948,1588,-163492,0
64.5876259803772,1588,-163487,0
64.79000806808472,1601,-163558,0
64.99884414672852,1555,-163571,0
65.18959307670593,1550,-163538,0
65.39757800102234,1523,-163514,0
65.59724521636963,1580,-163469,0
65.79807305335999,1576,-163613,0
65.99928689002991,1565,-163599,0
66.1938910484314,1574,-163568,0
66.39738202095032,1552,-163564,0
66.59800219535828,1625,-163570,0
66.79873394966125,1611,-163595,0
67.00448393821716,1556,-163652,0
67.2003481388092,1542,-163581,0
67.40363907814026,1545,-163578,0
67.61019492149353,1563,-163554,0
67.80415892601013,1500,-163543,0
68.01844191551208,1489,-163577,0
