rel_time,cell1,cell2,rpm
0.0,8041,13861,1011
0.11106681823730469,11469,12441,974
0.22233891487121582,10787,11401,1102
0.3273608684539795,8062,13910,1112
0.4324009418487549,10161,12211,881
0.5374279022216797,10773,12346,861
0.6424450874328613,10039,12094,1020
0.7474558353424072,11707,10046,1091
0.8524777889251709,11372,10357,1046
0.958608865737915,9375,11546,1169
1.066220998764038,9564,12453,894
1.1688477993011475,9259,10269,1159
1.2748439311981201,10786,10156,1176
1.379032850265503,9709,10167,1054
1.484604835510254,8711,13396,910
1.5893287658691406,9702,10459,941
1.6966006755828857,8401,10667,1091
1.8128077983856201,8317,13772,862
1.9194660186767578,9990,12246,865
2.0270819664001465,10351,13845,865
2.136093854904175,9340,13206,919
2.2434937953948975,11412,10266,811
2.3485188484191895,11187,12523,854
2.453596830368042,9492,10153,1015
2.5585999488830566,9001,11915,954
2.6717469692230225,11678,13125,923
2.7820777893066406,10625,13755,1028
2.8900389671325684,8677,11663,836
2.9968020915985107,10716,10277,1185
3.1019468307495117,8822,10744,917
3.2157208919525146,8469,11679,1152
3.3225409984588623,9070,10794,903
3.4282498359680176,9685,12336,1128
3.533336877822876,9228,11741,956
3.6338417530059814,10974,10969,880
